date,open,high,low,close,volume
2020-01-29,878.33,884.25,875.51,879.3,182625.0
2020-01-28,867.22,882.22,867.22,877.82,350635.0
2020-01-27,861.5,868.0,855.81,865.03,259177.0
2020-01-24,885.0,885.0,861.58,869.71,322887.0
2020-01-23,873.89,884.0,873.2,879.84,242061.0
2020-01-22,877.95,882.97,873.2,879.18,259544.0
2020-01-21,878.7,887.6,869.11,870.73,298818.0
2020-01-17,874.65,879.0,867.07,878.15,361158.0
2020-01-16,868.78,870.83,865.98,870.24,240343.0
2020-01-15,860.06,869.46,858.9035,865.09,278017.0
2020-01-14,861.85,863.6225,853.7158,859.22,239266.0
2020-01-13,856.13,869.77,851.405,863.0,304580.0
2020-01-10,866.0,866.57,853.09,857.77,301894.0
2020-01-09,866.86,877.0,859.47,862.67,457278.0
2020-01-08,856.15,867.0,856.15,856.73,262543.0
2020-01-07,863.0,863.0,854.392,860.08,243622.0
2020-01-06,862.0,862.8,854.0,858.02,405245.0
2020-01-03,853.24,870.9359,853.24,865.13,422717.0
2020-01-02,839.97,859.19,837.53,858.19,487133.0
2019-12-31,837.24,842.27,833.355,837.11,282153.0
2019-12-30,838.17,838.75,829.01,836.07,211416.0
2019-12-27,839.97,840.0,835.0,836.79,201889.0
2019-12-26,829.41,839.28,828.235,838.6,255375.0
2019-12-24,827.1,829.4068,823.1601,828.89,91910.0
2019-12-23,837.83,838.25,827.93,828.29,294379.0
2019-12-20,838.0,838.82,831.77,834.53,362970.0
2019-12-19,825.0,836.03,825.0,833.92,316021.0
2019-12-18,832.27,839.13,825.86,826.88,386218.0
2019-12-17,822.1,833.12,817.03,832.05,427317.0
2019-12-16,820.6,828.294,815.4954,822.79,267764.0
2019-12-13,809.59,818.95,806.39,815.32,299149.0
2019-12-12,824.87,825.95,809.0,811.2,375383.0
