date,open,high,low,close,volume
2020-05-06,1361.69,1371.12,1347.29,1347.3,1204420.0
2020-05-05,1337.92,1373.94,1337.46,1351.11,1651533.0
2020-05-04,1308.23,1327.66,1299.0,1326.8,1504017.0
2020-05-01,1328.5,1352.07,1311.0,1320.61,2072639.0
2020-04-30,1324.88,1352.82,1322.49,1348.66,2668906.0
2020-04-29,1341.46,1359.99,1325.34,1341.48,3793630.0
2020-04-28,1287.93,1288.05,1232.2,1233.67,2951309.0
2020-04-27,1296.0,1296.15,1269.0,1275.88,1600563.0
2020-04-24,1261.17,1280.4,1249.45,1279.31,1640394.0
2020-04-23,1271.55,1293.31,1265.67,1276.31,1566203.0
2020-04-22,1245.54,1285.61,1242.0,1263.21,2093140.0
2020-04-21,1247.0,1254.27,1209.71,1216.34,2153003.0
2020-04-20,1271.0,1281.6,1261.37,1266.61,1695488.0
2020-04-17,1284.85,1294.43,1271.23,1283.25,1949042.0
2020-04-16,1274.1,1279.0,1242.62,1263.47,2518099.0
2020-04-15,1245.61,1280.46,1240.4,1262.47,1671703.0
2020-04-14,1245.09,1282.07,1236.93,1269.23,2470353.0
2020-04-13,1209.18,1220.51,1187.6,1217.56,1739828.0
2020-04-09,1224.08,1225.57,1196.74,1211.45,2175421.0
2020-04-08,1206.5,1219.07,1188.16,1210.28,1975135.0
2020-04-07,1221.0,1225.0,1182.23,1186.51,2387329.0
2020-04-06,1138.0,1194.66,1130.94,1186.92,2664723.0
2020-04-03,1119.02,1123.54,1079.81,1097.88,2313400.0
2020-04-02,1098.26,1126.86,1096.4,1120.84,1964881.0
2020-04-01,1122.0,1129.69,1097.45,1105.62,2344173.0
2020-03-31,1147.3,1175.31,1138.14,1162.81,2487983.0
2020-03-30,1125.04,1151.63,1096.48,1146.82,2574061.0
2020-03-27,1125.67,1150.67,1105.91,1110.71,3208495.0
2020-03-26,1111.8,1169.97,1093.53,1161.75,3573755.0
2020-03-25,1126.47,1148.9,1086.01,1102.49,4081528.0
2020-03-24,1103.77,1135.0,1090.62,1134.46,3344450.0
2020-03-23,1061.32,1071.32,1013.54,1056.62,4044137.0
2020-03-20,1135.72,1143.99,1065.49,1072.32,3601750.0
2020-03-19,1093.05,1157.97,1060.11,1115.29,3651106.0
2020-03-18,1056.51,1106.5,1037.28,1096.8,4233435.0
2020-03-17,1093.11,1130.86,1056.01,1119.8,3861489.0
2020-03-16,1096.0,1152.27,1074.44,1084.33,4252365.0
2020-03-13,1179.0,1219.76,1117.14,1219.73,3700125.0
2020-03-12,1126.0,1193.87,1113.3,1114.91,4226748.0
2020-03-11,1249.7,1260.96,1196.07,1215.41,2611229.0
2020-03-10,1260.0,1281.15,1218.77,1280.39,2611373.0
2020-03-09,1205.3,1254.76,1200.0,1215.56,3365365.0
2020-03-06,1277.06,1306.22,1261.05,1298.41,2660628.0
2020-03-05,1350.2,1358.91,1305.1,1319.04,2561288.0
2020-03-04,1359.23,1388.09,1343.11,1386.52,1913315.0
2020-03-03,1399.42,1410.15,1332.0,1341.39,2402326.0
2020-03-02,1351.61,1390.87,1326.82,1389.11,2431468.0
2020-02-28,1277.5,1341.14,1271.0,1339.33,3790618.0
2020-02-27,1362.06,1371.7,1317.17,1318.09,2978300.0
2020-02-26,1396.14,1415.7,1379.0,1393.18,2204037.0
2020-02-25,1433.0,1438.14,1382.4,1388.45,2478278.0
2020-02-24,1426.11,1436.97,1411.39,1421.59,2867053.0
2020-02-21,1508.03,1512.21,1480.44,1485.11,1732273.0
2020-02-20,1522.0,1529.64,1506.82,1518.15,1096552.0
2020-02-19,1525.07,1532.11,1521.4,1526.69,949268.0
2020-02-18,1515.0,1531.63,1512.59,1519.67,1121140.0
2020-02-14,1515.6,1520.74,1507.34,1520.74,1197836.0
2020-02-13,1512.69,1527.18,1504.6,1514.66,929730.0
2020-02-12,1514.48,1520.69,1508.11,1518.27,1167565.0
2020-02-11,1511.81,1529.63,1505.64,1508.79,1344633.0
2020-02-10,1474.32,1509.5,1474.32,1508.68,1419876.0
2020-02-07,1467.3,1485.84,1466.35,1479.23,1172270.0
2020-02-06,1450.33,1482.0,1449.57,1476.23,1679384.0
2020-02-05,1462.42,1463.84,1430.56,1448.23,1986157.0
2020-02-04,1457.07,1469.5,1426.3,1447.07,3932954.0
2020-02-03,1462.0,1490.0,1458.99,1485.94,3055216.0
2020-01-31,1468.9,1470.13,1428.53,1434.23,2417214.0
2020-01-30,1439.96,1457.28,1436.4,1455.84,1339421.0
