date,open,high,low,close,volume
2020-05-06,78.9,79.36,77.26,77.47,12495843.0
2020-05-05,79.33,79.835,78.51,79.14,14925932.0
2020-05-04,81.6165,81.76,79.19,80.25,19202990.0
2020-05-01,81.2,81.4,77.62,79.95,34498101.0
2020-04-30,85.47,85.67,81.33,84.0,39332601.0
2020-04-29,83.97,85.01,80.05,83.14,78230230.0
2020-04-28,79.89,80.07,78.08,78.67,9778161.0
2020-04-27,79.9,80.4,78.241,79.9,14640727.0
2020-04-24,77.1,80.15,76.25,79.64,24440977.0
2020-04-23,82.16,84.0,74.4,77.78,65439725.0
2020-04-22,79.58,81.56,78.81,81.31,13988607.0
2020-04-21,80.25,82.24,78.26,78.53,19989360.0
2020-04-20,82.99,85.18,80.65,81.26,31003570.0
2020-04-17,85.17,85.79,81.01,83.99,94348495.0
2020-04-16,74.84,76.96,74.45,76.54,20935364.0
2020-04-15,76.16,76.59,74.47,74.63,11397411.0
2020-04-14,75.98,77.85,75.34,77.75,14379326.0
2020-04-13,75.8,76.0,73.715,75.28,16255637.0
2020-04-09,74.37,74.6025,72.95,73.51,12821062.0
2020-04-08,74.87,75.13,73.57,74.99,12215371.0
2020-04-07,77.3,77.68,72.5,74.67,19917872.0
2020-04-06,79.24,79.65,75.88,77.73,19101056.0
2020-04-03,77.41,79.47,76.36,78.21,19421772.0
2020-04-02,71.81,77.48,71.38,76.98,20482067.0
2020-04-01,74.32,74.39,72.0,72.51,12177608.0
2020-03-31,75.95,76.33,73.79,74.76,12120987.0
2020-03-30,75.35,76.42,73.89,75.93,15929392.0
2020-03-27,73.71,75.39,71.91,72.85,16521581.0
2020-03-26,69.9,73.91,69.75,73.86,18366575.0
2020-03-25,73.87,74.49,69.34,69.66,24138069.0
2020-03-24,75.13,75.83,72.11,73.96,20608137.0
2020-03-23,75.3,75.3,68.86,72.61,19875221.0
2020-03-20,79.5,81.6,72.17,73.26,35110162.0
2020-03-19,80.98,85.97,78.29,78.55,46268223.0
2020-03-18,73.61,80.0,72.97,79.42,34965866.0
2020-03-17,70.0,76.0797,69.0,74.52,28823718.0
